EMSC scaling parameter,Label,Serie,Cluster,EMSC parameter 0,EMSC parameter 1,EMSC parameter 2,EMSC parameter 3,EMSC parameter 4,EMSC parameter bad spec 0,EMSC parameter bad spec 1,Filename
0.5819038161983041,T0,B,Proteins,-0.00036139787971717265,-0.010919914061871667,-0.0037312816255251637,0.017980343770046998,0.01166873068205778,0.2903271141595975,0.28700244904294336,C:/Users/Cosmic/Desktop/DATA finale/Nouveau dossier/TEST 3/T0/D_705.spc
0.5765978807116648,T0,B,Proteins,-0.0007735961244920769,-0.009537181549065967,-0.0033107382438718725,0.015555835229830254,0.010516722753526825,0.32562464442373384,0.28341200236429503,C:/Users/Cosmic/Desktop/DATA finale/Nouveau dossier/TEST 3/T0/D_706.spc
0.2865783579687705,T0,B,Proteins,0.000688530758575144,-0.01423819175392566,-0.004233682468650206,0.024075190502147414,0.014930706322192818,0.4631590576556226,0.31533516559877617,C:/Users/Cosmic/Desktop/DATA finale/Nouveau dossier/TEST 3/T0/D_717.spc
0.4604344263146419,T0,B,Proteins,-0.0021648620009402627,-0.009100687466532672,-0.0031934887322315046,0.014003923105170547,0.008737576576873188,0.40297509536002823,0.398115617756399,C:/Users/Cosmic/Desktop/DATA finale/Nouveau dossier/TEST 3/T0/D_735.spc
1.0702505391701076,T4,B,Lipids,-0.0015136943659801933,0.001230031337316788,0.0032092759633187196,-0.00357152869093439,-0.005175501574108701,-0.024465198299259205,-0.01196630662339528,C:/Users/Cosmic/Desktop/DATA finale/Nouveau dossier/TEST 3/T4/D_508.spc
0.6272161639495107,T4,B,Lipids/Proteins,-0.0015442434506749108,-0.008143059527094387,-0.00198808362305653,0.011885992774138167,0.005211099166504375,0.2259822675662199,0.4049692797493078,C:/Users/Cosmic/Desktop/DATA finale/Nouveau dossier/TEST 3/T4/D_509.spc
1.0288682208139617,T4,B,Lipids,-0.0021942094305817134,2.67218944899974e-05,0.002115174267298864,-0.0016983810007091518,-0.0034872792645791358,0.023853472966757043,0.061613998681494316,C:/Users/Cosmic/Desktop/DATA finale/Nouveau dossier/TEST 3/T4/D_511.spc
1.0565157972473278,T4,B,Lipids,-0.0008726059425761286,8.13994094925331e-05,0.001480820969110808,-0.0009600199378536776,-0.0020249651700531756,-0.03607010114401285,-0.013120510459025798,C:/Users/Cosmic/Desktop/DATA finale/Nouveau dossier/TEST 3/T4/D_512.spc
1.0626817940084936,T4,B,Lipids,-0.0012189436210215414,0.0006116721651490439,0.00196516473178088,-0.002229575252755921,-0.0032372383317910034,-0.024514504493328496,-0.011807014096370355,C:/Users/Cosmic/Desktop/DATA finale/Nouveau dossier/TEST 3/T4/D_512.spc
1.0550949091773367,T4,B,Lipids,-0.001906649274172269,0.0006303453583517281,0.0033756410671369527,-0.0028911109708690623,-0.00533349167704931,-0.01572700465905482,0.032545523298228206,C:/Users/Cosmic/Desktop/DATA finale/Nouveau dossier/TEST 3/T4/D_514.spc
0.41860224046402955,T4,B,Proteins,-0.001161986259246769,-0.0069128811717852935,-0.0018457050462850084,0.010608148906125903,0.005785181568712876,0.5100164235117665,0.3123208069623369,C:/Users/Cosmic/Desktop/DATA finale/Nouveau dossier/TEST 3/T4/D_515.spc
0.770865747886411,T4,B,Lipids,0.0005769129772310684,-0.004532746333002577,0.000324691634071521,0.006480660083620954,0.00151189722218096,0.23489605289497417,0.1594861658852022,C:/Users/Cosmic/Desktop/DATA finale/Nouveau dossier/TEST 3/T4/D_518.spc
0.8186360900109381,T4,B,Lipids,-6.201796169465192e-05,-0.0018480560554518081,0.0004878061015721849,0.0029467660912650207,9.147895911881057e-05,0.2712303682292656,0.08613559102064587,C:/Users/Cosmic/Desktop/DATA finale/Nouveau dossier/TEST 3/T4/D_521.spc
0.7127100069988409,T4,B,Lipids,-0.001602385322921334,-0.004492284936528212,-0.0001504480990043756,0.006248232427635177,0.0018831624806468056,0.3277671950877246,0.21919677200191015,C:/Users/Cosmic/Desktop/DATA finale/Nouveau dossier/TEST 3/T4/D_521.spc
